,database,engine,cpus,indexed_table,query,query_type,real,real_stddev,result_size,sys,sys_stddev,table_size,test_name,test_type,user,user_stddev,was_indexed
0,MySQL,InnoDB,1.0,,,,0.2122,0.0072,,0.0064,0.0037,,create,create,0.0057,0.0037,
1,MySQL,InnoDB,2.0,,,,0.207,0.0076,,0.008,0.0026,,create,create,0.0035,0.0028,
2,MySQL,InnoDB,4.0,,,,0.2104,0.0059,,0.0083,0.0024,,create,create,0.0035,0.0026,
3,MySQL,InnoDB,1.0,clients_1000000_all,clients_1000000_all,ALL,0.6043,0.0094,361802.0,0.0194,0.0063,1000000.0,group_by_order,select,0.0756,0.0069,1.0
4,MySQL,InnoDB,1.0,clients_100000_all,clients_100000_all,ALL,0.1034,0.0023,72478.0,0.0097,0.0032,100000.0,group_by_order,select,0.0193,0.0031,1.0
5,MySQL,InnoDB,1.0,clients_10000_all,clients_10000_all,ALL,0.0237,0.0051,9384.0,0.0081,0.0026,10000.0,group_by_order,select,0.0064,0.0027,1.0
6,MySQL,InnoDB,1.0,clients_1000_all,clients_1000_all,ALL,0.0158,0.0045,989.0,0.0083,0.0028,1000.0,group_by_order,select,0.0045,0.0024,1.0
7,MySQL,InnoDB,1.0,clients_100_all,clients_100_all,ALL,0.0131,0.0044,100.0,0.0055,0.0024,100.0,group_by_order,select,0.0064,0.0025,1.0
8,MySQL,InnoDB,1.0,clients_10_all,clients_10_all,ALL,0.0127,0.0056,10.0,0.0074,0.0035,10.0,group_by_order,select,0.0045,0.0037,1.0
9,MySQL,InnoDB,1.0,clients_1_all,clients_1_all,ALL,0.0129,0.0038,1.0,0.0063,0.0031,1.0,group_by_order,select,0.0055,0.0029,1.0
10,MySQL,InnoDB,1.0,clients_base_all,clients_base_all,ALL,3.7383,0.0132,923828.0,0.0281,0.0109,10000000.0,group_by_order,select,0.1969,0.0109,1.0
11,MySQL,InnoDB,1.0,clients_1000000_all,clients_1000000_all,ALL,1.6896,0.0376,361802.0,0.0215,0.0044,1000000.0,group_by_order,select,0.0787,0.0039,0.0
12,MySQL,InnoDB,1.0,clients_100000_all,clients_100000_all,ALL,0.1765,0.0068,72478.0,0.0086,0.0047,100000.0,group_by_order,select,0.0236,0.0048,0.0
13,MySQL,InnoDB,1.0,clients_10000_all,clients_10000_all,ALL,0.0301,0.0055,9384.0,0.0081,0.0026,10000.0,group_by_order,select,0.0071,0.0029,0.0
14,MySQL,InnoDB,1.0,clients_1000_all,clients_1000_all,ALL,0.0146,0.003,989.0,0.0083,0.0027,1000.0,group_by_order,select,0.0042,0.0026,0.0
15,MySQL,InnoDB,1.0,clients_100_all,clients_100_all,ALL,0.0146,0.0055,100.0,0.0077,0.0025,100.0,group_by_order,select,0.0049,0.0027,0.0
16,MySQL,InnoDB,1.0,clients_10_all,clients_10_all,ALL,0.0137,0.0042,10.0,0.0089,0.004,10.0,group_by_order,select,0.0035,0.0042,0.0
17,MySQL,InnoDB,1.0,clients_1_all,clients_1_all,ALL,0.0135,0.0036,1.0,0.0095,0.0026,1.0,group_by_order,select,0.0025,0.0025,0.0
18,MySQL,InnoDB,1.0,clients_base_all,clients_base_all,ALL,19.96,0.0831,923828.0,0.0348,0.0104,10000000.0,group_by_order,select,0.1995,0.0115,0.0
19,MySQL,InnoDB,2.0,clients_1000000_all,clients_1000000_all,ALL,0.5621,0.0121,361802.0,0.0235,0.0057,1000000.0,group_by_order,select,0.0729,0.006,1.0
20,MySQL,InnoDB,2.0,clients_100000_all,clients_100000_all,ALL,0.0924,0.001,72478.0,0.0091,0.0034,100000.0,group_by_order,select,0.0208,0.0033,1.0
21,MySQL,InnoDB,2.0,clients_10000_all,clients_10000_all,ALL,0.0231,0.0007,9384.0,0.0093,0.0032,10000.0,group_by_order,select,0.0055,0.0036,1.0
22,MySQL,InnoDB,2.0,clients_1000_all,clients_1000_all,ALL,0.0146,0.0008,989.0,0.0091,0.0037,1000.0,group_by_order,select,0.0036,0.0038,1.0
23,MySQL,InnoDB,2.0,clients_100_all,clients_100_all,ALL,0.0137,0.0004,100.0,0.0088,0.0018,100.0,group_by_order,select,0.0033,0.002,1.0
24,MySQL,InnoDB,2.0,clients_10_all,clients_10_all,ALL,0.0133,0.0007,10.0,0.0074,0.0026,10.0,group_by_order,select,0.0048,0.0027,1.0
25,MySQL,InnoDB,2.0,clients_1_all,clients_1_all,ALL,0.0133,0.0007,1.0,0.0069,0.0023,1.0,group_by_order,select,0.0057,0.0023,1.0
26,MySQL,InnoDB,2.0,clients_base_all,clients_base_all,ALL,3.6195,0.011,923828.0,0.0428,0.005,10000000.0,group_by_order,select,0.1854,0.005,1.0
27,MySQL,InnoDB,2.0,clients_1000000_all,clients_1000000_all,ALL,1.6473,0.0279,361802.0,0.0236,0.0047,1000000.0,group_by_order,select,0.0768,0.005,0.0
28,MySQL,InnoDB,2.0,clients_100000_all,clients_100000_all,ALL,0.1616,0.0013,72478.0,0.0135,0.0045,100000.0,group_by_order,select,0.0179,0.0047,0.0
29,MySQL,InnoDB,2.0,clients_10000_all,clients_10000_all,ALL,0.0273,0.0004,9384.0,0.0105,0.0027,10000.0,group_by_order,select,0.0053,0.0027,0.0
30,MySQL,InnoDB,2.0,clients_1000_all,clients_1000_all,ALL,0.0157,0.0007,989.0,0.008,0.0024,1000.0,group_by_order,select,0.0052,0.0023,0.0
31,MySQL,InnoDB,2.0,clients_100_all,clients_100_all,ALL,0.014,0.0004,100.0,0.0086,0.0018,100.0,group_by_order,select,0.004,0.0021,0.0
32,MySQL,InnoDB,2.0,clients_10_all,clients_10_all,ALL,0.0143,0.0009,10.0,0.0081,0.0026,10.0,group_by_order,select,0.005,0.0028,0.0
33,MySQL,InnoDB,2.0,clients_1_all,clients_1_all,ALL,0.0141,0.0007,1.0,0.0085,0.0025,1.0,group_by_order,select,0.0047,0.0026,0.0
34,MySQL,InnoDB,2.0,clients_base_all,clients_base_all,ALL,17.4298,0.1089,923828.0,0.0401,0.0154,10000000.0,group_by_order,select,0.1904,0.0159,0.0
35,MySQL,InnoDB,4.0,clients_1000000_all,clients_1000000_all,ALL,0.5576,0.0041,361802.0,0.0184,0.0065,1000000.0,group_by_order,select,0.078,0.0063,1.0
36,MySQL,InnoDB,4.0,clients_100000_all,clients_100000_all,ALL,0.0906,0.001,72478.0,0.01,0.003,100000.0,group_by_order,select,0.0193,0.0033,1.0
37,MySQL,InnoDB,4.0,clients_10000_all,clients_10000_all,ALL,0.0225,0.0011,9384.0,0.0066,0.0035,10000.0,group_by_order,select,0.0082,0.0035,1.0
38,MySQL,InnoDB,4.0,clients_1000_all,clients_1000_all,ALL,0.0141,0.0007,989.0,0.0077,0.0035,1000.0,group_by_order,select,0.0053,0.0036,1.0
39,MySQL,InnoDB,4.0,clients_100_all,clients_100_all,ALL,0.0131,0.0007,100.0,0.0063,0.0045,100.0,group_by_order,select,0.0056,0.0046,1.0
40,MySQL,InnoDB,4.0,clients_10_all,clients_10_all,ALL,0.0124,0.0005,10.0,0.0066,0.003,10.0,group_by_order,select,0.0048,0.0032,1.0
41,MySQL,InnoDB,4.0,clients_1_all,clients_1_all,ALL,0.0131,0.0007,1.0,0.0089,0.0029,1.0,group_by_order,select,0.0032,0.0027,1.0
42,MySQL,InnoDB,4.0,clients_base_all,clients_base_all,ALL,3.6212,0.0123,923828.0,0.0305,0.0102,10000000.0,group_by_order,select,0.1938,0.0097,1.0
43,MySQL,InnoDB,4.0,clients_1000000_all,clients_1000000_all,ALL,1.6688,0.0512,361802.0,0.0209,0.0048,1000000.0,group_by_order,select,0.0793,0.0042,0.0
44,MySQL,InnoDB,4.0,clients_100000_all,clients_100000_all,ALL,0.1643,0.0022,72478.0,0.0122,0.0057,100000.0,group_by_order,select,0.0195,0.0059,0.0
45,MySQL,InnoDB,4.0,clients_10000_all,clients_10000_all,ALL,0.0276,0.0009,9384.0,0.0103,0.0044,10000.0,group_by_order,select,0.0066,0.0043,0.0
46,MySQL,InnoDB,4.0,clients_1000_all,clients_1000_all,ALL,0.0154,0.0009,989.0,0.0075,0.0038,1000.0,group_by_order,select,0.0058,0.0038,0.0
47,MySQL,InnoDB,4.0,clients_100_all,clients_100_all,ALL,0.0143,0.0004,100.0,0.0094,0.0031,100.0,group_by_order,select,0.0035,0.0032,0.0
48,MySQL,InnoDB,4.0,clients_10_all,clients_10_all,ALL,0.0139,0.0008,10.0,0.0086,0.0039,10.0,group_by_order,select,0.0045,0.0038,0.0
49,MySQL,InnoDB,4.0,clients_1_all,clients_1_all,ALL,0.0141,0.0007,1.0,0.0081,0.0031,1.0,group_by_order,select,0.0041,0.0032,0.0
50,MySQL,InnoDB,4.0,clients_base_all,clients_base_all,ALL,17.4829,0.0546,923828.0,0.0368,0.0044,10000000.0,group_by_order,select,0.1941,0.0046,0.0
51,MySQL,InnoDB,1.0,,clients,ALL,89.7552,12.4639,10000000.0,0.0099,0.0026,10000000.0,import,import,0.0028,0.0026,0.0
52,MySQL,InnoDB,1.0,,clients_1,ALL,0.0298,0.0209,1.0,0.0089,0.0025,1.0,import,import,0.0044,0.0029,0.0
53,MySQL,InnoDB,1.0,,clients_10,ALL,0.0234,0.0053,10.0,0.0082,0.0026,10.0,import,import,0.0047,0.0029,0.0
54,MySQL,InnoDB,1.0,,clients_100,ALL,0.0274,0.0079,100.0,0.0069,0.0023,100.0,import,import,0.0058,0.002,0.0
55,MySQL,InnoDB,1.0,,clients_1000,ALL,0.0575,0.0512,1000.0,0.0093,0.0037,1000.0,import,import,0.0035,0.0035,0.0
56,MySQL,InnoDB,1.0,,clients_10000,ALL,0.3122,0.2863,10000.0,0.0067,0.0036,10000.0,import,import,0.0057,0.0038,0.0
57,MySQL,InnoDB,1.0,,clients_100000,ALL,0.7353,0.3233,100000.0,0.009,0.003,100000.0,import,import,0.0036,0.0025,0.0
58,MySQL,InnoDB,1.0,,clients_1000000,ALL,6.7902,3.0098,1000000.0,0.0069,0.0031,1000000.0,import,import,0.0056,0.0033,0.0
59,MySQL,InnoDB,2.0,,clients,ALL,75.1062,14.16,10000000.0,0.007,0.0027,10000000.0,import,import,0.0065,0.0028,0.0
60,MySQL,InnoDB,2.0,,clients_1,ALL,0.0212,0.008,1.0,0.0082,0.0028,1.0,import,import,0.0043,0.003,0.0
61,MySQL,InnoDB,2.0,,clients_10,ALL,0.0254,0.0091,10.0,0.008,0.0033,10.0,import,import,0.0048,0.0032,0.0
62,MySQL,InnoDB,2.0,,clients_100,ALL,0.0272,0.0094,100.0,0.0092,0.003,100.0,import,import,0.0036,0.0024,0.0
63,MySQL,InnoDB,2.0,,clients_1000,ALL,0.0522,0.0225,1000.0,0.0076,0.0029,1000.0,import,import,0.0046,0.0027,0.0
64,MySQL,InnoDB,2.0,,clients_10000,ALL,0.2856,0.2793,10000.0,0.0065,0.0015,10000.0,import,import,0.006,0.0018,0.0
65,MySQL,InnoDB,2.0,,clients_100000,ALL,0.752,0.5836,100000.0,0.0086,0.0021,100000.0,import,import,0.0039,0.0022,0.0
66,MySQL,InnoDB,2.0,,clients_1000000,ALL,5.0818,3.9522,1000000.0,0.0073,0.0026,1000000.0,import,import,0.0053,0.003,0.0
67,MySQL,InnoDB,4.0,,clients,ALL,70.7709,7.1322,10000000.0,0.0106,0.0047,10000000.0,import,import,0.003,0.0038,0.0
68,MySQL,InnoDB,4.0,,clients_1,ALL,0.0209,0.0044,1.0,0.008,0.0028,1.0,import,import,0.0045,0.0026,0.0
69,MySQL,InnoDB,4.0,,clients_10,ALL,0.0212,0.0033,10.0,0.0087,0.0037,10.0,import,import,0.0051,0.0038,0.0
70,MySQL,InnoDB,4.0,,clients_100,ALL,0.0225,0.0054,100.0,0.0081,0.0031,100.0,import,import,0.0044,0.003,0.0
71,MySQL,InnoDB,4.0,,clients_1000,ALL,0.0439,0.037,1000.0,0.0085,0.0011,1000.0,import,import,0.0043,0.0011,0.0
72,MySQL,InnoDB,4.0,,clients_10000,ALL,0.2625,0.2373,10000.0,0.0085,0.0033,10000.0,import,import,0.004,0.0033,0.0
73,MySQL,InnoDB,4.0,,clients_100000,ALL,0.7589,0.5776,100000.0,0.0089,0.0028,100000.0,import,import,0.0035,0.0026,0.0
74,MySQL,InnoDB,4.0,,clients_1000000,ALL,7.4035,5.0285,1000000.0,0.0077,0.0027,1000000.0,import,import,0.0042,0.0022,0.0
75,MySQL,InnoDB,1.0,clients,clients,ALL,55.6593,6.9014,10000000.0,0.0008,0.0019,10000000.0,index,index,0.0038,0.0024,0.0
76,MySQL,InnoDB,1.0,clients_1,clients_1,ALL,0.0382,0.0108,1.0,0.0021,0.0026,1.0,index,index,0.0035,0.0023,0.0
77,MySQL,InnoDB,1.0,clients_10,clients_10,ALL,0.0354,0.004,10.0,0.0014,0.0025,10.0,index,index,0.0035,0.0023,0.0
78,MySQL,InnoDB,1.0,clients_100,clients_100,ALL,0.0282,0.0049,100.0,0.0018,0.0024,100.0,index,index,0.0033,0.0025,0.0
79,MySQL,InnoDB,1.0,clients_1000,clients_1000,ALL,0.0353,0.0088,1000.0,0.0014,0.0021,1000.0,index,index,0.0036,0.0023,0.0
80,MySQL,InnoDB,1.0,clients_10000,clients_10000,ALL,0.0995,0.0198,10000.0,0.0027,0.0021,10000.0,index,index,0.0025,0.0026,0.0
81,MySQL,InnoDB,1.0,clients_100000,clients_100000,ALL,0.6391,0.0941,100000.0,0.0001,0.0019,100000.0,index,index,0.005,0.002,0.0
82,MySQL,InnoDB,1.0,clients_1000000,clients_1000000,ALL,5.1474,0.8019,1000000.0,0.0015,0.0024,1000000.0,index,index,0.0036,0.0022,0.0
83,MySQL,InnoDB,2.0,clients,clients,ALL,55.8315,8.4103,10000000.0,0.0027,0.0024,10000000.0,index,index,0.0021,0.0029,0.0
84,MySQL,InnoDB,2.0,clients_1,clients_1,ALL,0.0568,0.0065,1.0,0.0022,0.0022,1.0,index,index,0.0028,0.0024,0.0
85,MySQL,InnoDB,2.0,clients_10,clients_10,ALL,0.0546,0.0173,10.0,0.0007,0.002,10.0,index,index,0.0049,0.002,0.0
86,MySQL,InnoDB,2.0,clients_100,clients_100,ALL,0.0375,0.0054,100.0,0.0026,0.0025,100.0,index,index,0.0025,0.0024,0.0
87,MySQL,InnoDB,2.0,clients_1000,clients_1000,ALL,0.0763,0.0224,1000.0,0.0021,0.0023,1000.0,index,index,0.003,0.0026,0.0
88,MySQL,InnoDB,2.0,clients_10000,clients_10000,ALL,0.2344,0.0708,10000.0,0.0019,0.0024,10000.0,index,index,0.003,0.0023,0.0
89,MySQL,InnoDB,2.0,clients_100000,clients_100000,ALL,1.0529,0.1829,100000.0,0.0012,0.0017,100000.0,index,index,0.0035,0.0022,0.0
90,MySQL,InnoDB,2.0,clients_1000000,clients_1000000,ALL,4.9786,0.3688,1000000.0,0.0001,0.0019,1000000.0,index,index,0.005,0.002,0.0
91,MySQL,InnoDB,4.0,clients,clients,ALL,54.4684,8.8121,10000000.0,0.0019,0.0022,10000000.0,index,index,0.0041,0.0023,0.0
92,MySQL,InnoDB,4.0,clients_1,clients_1,ALL,0.0275,0.004,1.0,0.0031,0.0024,1.0,index,index,0.0022,0.0025,0.0
93,MySQL,InnoDB,4.0,clients_10,clients_10,ALL,0.0301,0.0036,10.0,0.0,0.0019,10.0,index,index,0.0053,0.0021,0.0
94,MySQL,InnoDB,4.0,clients_100,clients_100,ALL,0.0284,0.0029,100.0,0.0016,0.0022,100.0,index,index,0.0032,0.0024,0.0
95,MySQL,InnoDB,4.0,clients_1000,clients_1000,ALL,0.0319,0.0033,1000.0,0.0002,0.0012,1000.0,index,index,0.0048,0.0014,0.0
96,MySQL,InnoDB,4.0,clients_10000,clients_10000,ALL,0.0898,0.0224,10000.0,0.0002,0.0014,10000.0,index,index,0.0048,0.0014,0.0
97,MySQL,InnoDB,4.0,clients_100000,clients_100000,ALL,0.5797,0.1998,100000.0,0.0018,0.0019,100000.0,index,index,0.0029,0.0021,0.0
98,MySQL,InnoDB,4.0,clients_1000000,clients_1000000,ALL,4.9695,0.0584,1000000.0,0.0013,0.0019,1000000.0,index,index,0.0049,0.002,0.0
99,MySQL,InnoDB,1.0,clients,,ALL,17.6279,0.2195,1000.0,4.6238,0.0806,100000.0,insert,insert,8.1608,0.1127,1.0
100,MySQL,InnoDB,1.0,clients,,ALL,17.5152,0.3957,1000.0,4.6226,0.081,100000.0,insert,insert,8.1739,0.0992,0.0
101,MySQL,InnoDB,2.0,clients,,ALL,17.4685,0.4479,1000.0,4.5882,0.0691,100000.0,insert,insert,8.1276,0.0816,1.0
102,MySQL,InnoDB,2.0,clients,,ALL,17.7149,0.9957,1000.0,4.6429,0.0799,100000.0,insert,insert,8.1482,0.0921,0.0
103,MySQL,InnoDB,4.0,clients,,ALL,17.44,0.245,1000.0,4.6187,0.1175,100000.0,insert,insert,8.1606,0.0928,1.0
104,MySQL,InnoDB,4.0,clients,,ALL,17.3105,0.3744,1000.0,4.6373,0.1388,100000.0,insert,insert,8.102,0.1225,0.0
105,MySQL,InnoDB,1.0,cities,one_join,,51.9287,0.1255,10000000.0,1.7497,0.0485,,joins,select,9.151,0.0985,1.0
106,MySQL,InnoDB,1.0,cities,one_join_where,WHERE,0.031,0.0083,1.0,0.0105,0.0042,,joins,select,0.0033,0.0042,1.0
107,MySQL,InnoDB,1.0,cities,three_joins,WHERE,2.5561,0.1105,100000.0,0.0807,0.0104,,joins,select,0.1803,0.0107,1.0
108,MySQL,InnoDB,1.0,cities,three_joins_where,WHERE,0.0402,0.0034,3.0,0.0106,0.0029,,joins,select,0.0037,0.0033,1.0
109,MySQL,InnoDB,1.0,cities,two_joins,WHERE,96.7517,0.5028,10000000.0,2.7413,0.1343,,joins,select,12.7812,0.1539,1.0
110,MySQL,InnoDB,1.0,cities,two_joins_where,WHERE,0.0309,0.0101,1.0,0.0094,0.0031,,joins,select,0.0045,0.0035,1.0
111,MySQL,InnoDB,1.0,cities,one_join,WHERE,49.6468,0.1476,10000000.0,1.6831,0.0764,,joins,select,9.1197,0.0754,0.0
112,MySQL,InnoDB,1.0,cities,one_join_where,WHERE,0.0306,0.0087,1.0,0.0081,0.0037,,joins,select,0.0059,0.0039,0.0
113,MySQL,InnoDB,1.0,cities,three_joins,WHERE,2.541,0.0181,100000.0,0.0829,0.0129,,joins,select,0.1813,0.0134,0.0
114,MySQL,InnoDB,1.0,cities,three_joins_where,WHERE,0.0396,0.0038,3.0,0.0086,0.0035,,joins,select,0.0044,0.0038,0.0
115,MySQL,InnoDB,1.0,cities,two_joins,WHERE,98.9801,0.3367,10000000.0,2.7436,0.0636,,joins,select,12.8964,0.1159,0.0
116,MySQL,InnoDB,1.0,cities,two_joins_where,WHERE,0.0347,0.0091,1.0,0.0105,0.0024,,joins,select,0.0035,0.0023,0.0
117,MySQL,InnoDB,1.0,clients,one_join,WHERE,49.9968,0.6738,10000000.0,1.7075,0.0744,,joins,select,9.1471,0.0878,1.0
118,MySQL,InnoDB,1.0,clients,one_join_where,WHERE,0.0298,0.0102,1.0,0.0105,0.0033,,joins,select,0.0035,0.0037,1.0
119,MySQL,InnoDB,1.0,clients,three_joins,WHERE,2.6464,0.0435,100000.0,0.0762,0.015,,joins,select,0.1898,0.0173,1.0
120,MySQL,InnoDB,1.0,clients,three_joins_where,WHERE,0.041,0.004,3.0,0.0093,0.0035,,joins,select,0.0051,0.0031,1.0
121,MySQL,InnoDB,1.0,clients,two_joins,WHERE,98.4107,0.1638,10000000.0,2.7133,0.1119,,joins,select,12.8982,0.1343,1.0
122,MySQL,InnoDB,1.0,clients,two_joins_where,WHERE,0.0354,0.0159,1.0,0.0095,0.0025,,joins,select,0.0046,0.0024,1.0
123,MySQL,InnoDB,1.0,clients,one_join,WHERE,51.3208,0.2156,10000000.0,1.6583,0.0585,,joins,select,9.1577,0.0646,0.0
124,MySQL,InnoDB,1.0,clients,one_join_where,WHERE,6.7905,0.0389,1.0,0.0075,0.0033,,joins,select,0.0052,0.0032,0.0
125,MySQL,InnoDB,1.0,clients,three_joins,WHERE,2.5244,0.0739,100000.0,0.0677,0.0145,,joins,select,0.1931,0.0146,0.0
126,MySQL,InnoDB,1.0,clients,three_joins_where,WHERE,0.0392,0.0043,3.0,0.0097,0.003,,joins,select,0.0042,0.0033,0.0
127,MySQL,InnoDB,1.0,clients,two_joins,WHERE,94.6755,2.86,10000000.0,2.6005,0.0727,,joins,select,12.8933,0.1265,0.0
128,MySQL,InnoDB,1.0,clients,two_joins_where,WHERE,6.7866,0.0302,1.0,0.0094,0.0033,,joins,select,0.0039,0.0032,0.0
129,MySQL,InnoDB,1.0,companies,one_join,WHERE,52.7435,0.1169,10000000.0,1.7508,0.0858,,joins,select,9.2593,0.1138,1.0
130,MySQL,InnoDB,1.0,companies,one_join_where,WHERE,0.0315,0.0108,1.0,0.0099,0.0032,,joins,select,0.0045,0.0031,1.0
131,MySQL,InnoDB,1.0,companies,three_joins,WHERE,2.7309,0.0375,100000.0,0.0794,0.0171,,joins,select,0.1915,0.0175,1.0
132,MySQL,InnoDB,1.0,companies,three_joins_where,WHERE,0.0416,0.0046,3.0,0.0101,0.0025,,joins,select,0.0039,0.0029,1.0
133,MySQL,InnoDB,1.0,companies,two_joins,WHERE,101.507,0.8286,10000000.0,2.8265,0.1134,,joins,select,12.8839,0.1716,1.0
134,MySQL,InnoDB,1.0,companies,two_joins_where,WHERE,0.0245,0.0093,1.0,0.0086,0.0026,,joins,select,0.0055,0.0028,1.0
135,MySQL,InnoDB,1.0,companies,one_join,WHERE,52.7893,0.268,10000000.0,1.7154,0.0992,,joins,select,9.2503,0.1591,0.0
136,MySQL,InnoDB,1.0,companies,one_join_where,WHERE,0.0309,0.0095,1.0,0.011,0.004,,joins,select,0.0029,0.0042,0.0
137,MySQL,InnoDB,1.0,companies,three_joins,WHERE,2.7558,0.0473,100000.0,0.0783,0.018,,joins,select,0.1892,0.0145,0.0
138,MySQL,InnoDB,1.0,companies,three_joins_where,WHERE,0.0412,0.0047,3.0,0.0094,0.0017,,joins,select,0.0048,0.0017,0.0
139,MySQL,InnoDB,1.0,companies,two_joins,WHERE,104.0105,0.9331,10000000.0,2.7725,0.1033,,joins,select,13.0448,0.2354,0.0
140,MySQL,InnoDB,1.0,companies,two_joins_where,WHERE,0.0313,0.0108,1.0,0.0092,0.0035,,joins,select,0.0048,0.0033,0.0
141,MySQL,InnoDB,1.0,orders,one_join,WHERE,54.362,0.7912,10000000.0,1.8156,0.1237,,joins,select,9.2929,0.1272,1.0
142,MySQL,InnoDB,1.0,orders,one_join_where,WHERE,0.0321,0.0112,1.0,0.011,0.0026,,joins,select,0.0033,0.0029,1.0
143,MySQL,InnoDB,1.0,orders,three_joins,WHERE,2.7415,0.0106,100000.0,0.0767,0.0112,,joins,select,0.1944,0.0129,1.0
144,MySQL,InnoDB,1.0,orders,three_joins_where,WHERE,0.0155,0.0043,3.0,0.0097,0.0037,,joins,select,0.0037,0.0036,1.0
145,MySQL,InnoDB,1.0,orders,two_joins,WHERE,103.586,0.721,10000000.0,2.8079,0.1031,,joins,select,13.0411,0.1238,1.0
146,MySQL,InnoDB,1.0,orders,two_joins_where,WHERE,0.0258,0.009,1.0,0.0088,0.0037,,joins,select,0.0053,0.0037,1.0
147,MySQL,InnoDB,1.0,orders,one_join,WHERE,53.9541,0.083,10000000.0,1.7949,0.0699,,joins,select,9.2573,0.0772,0.0
148,MySQL,InnoDB,1.0,orders,one_join_where,WHERE,0.0312,0.0104,1.0,0.0098,0.0014,,joins,select,0.0047,0.0013,0.0
149,MySQL,InnoDB,1.0,orders,three_joins,WHERE,2.4083,0.0168,100000.0,0.0715,0.0129,,joins,select,0.1971,0.012,0.0
150,MySQL,InnoDB,1.0,orders,three_joins_where,WHERE,0.0402,0.0038,3.0,0.0072,0.0035,,joins,select,0.0071,0.0036,0.0
151,MySQL,InnoDB,1.0,orders,two_joins,WHERE,102.9039,0.9892,10000000.0,2.8155,0.1224,,joins,select,12.9795,0.1235,0.0
152,MySQL,InnoDB,1.0,orders,two_joins_where,WHERE,0.0246,0.0112,1.0,0.0094,0.0037,,joins,select,0.0044,0.0042,0.0
153,MySQL,InnoDB,2.0,cities,one_join,WHERE,44.1923,0.1719,10000000.0,1.7907,0.0453,,joins,select,9.1757,0.0727,1.0
154,MySQL,InnoDB,2.0,cities,one_join_where,WHERE,0.0277,0.0082,1.0,0.0076,0.0027,,joins,select,0.0051,0.0029,1.0
155,MySQL,InnoDB,2.0,cities,three_joins,WHERE,2.3294,0.07,100000.0,0.079,0.0159,,joins,select,0.184,0.0163,1.0
156,MySQL,InnoDB,2.0,cities,three_joins_where,WHERE,0.0378,0.0007,3.0,0.0094,0.0029,,joins,select,0.0052,0.0033,1.0
157,MySQL,InnoDB,2.0,cities,two_joins,WHERE,86.317,1.7802,10000000.0,2.6827,0.1378,,joins,select,12.9042,0.1613,1.0
158,MySQL,InnoDB,2.0,cities,two_joins_where,WHERE,0.0292,0.0084,1.0,0.0094,0.0022,,joins,select,0.0046,0.0025,1.0
159,MySQL,InnoDB,2.0,cities,one_join,WHERE,42.0796,0.308,10000000.0,1.684,0.0628,,joins,select,9.1748,0.0794,0.0
160,MySQL,InnoDB,2.0,cities,one_join_where,WHERE,0.0281,0.0092,1.0,0.0056,0.0034,,joins,select,0.0075,0.0029,0.0
161,MySQL,InnoDB,2.0,cities,three_joins,WHERE,2.7135,0.0151,100000.0,0.0636,0.015,,joins,select,0.1976,0.0146,0.0
162,MySQL,InnoDB,2.0,cities,three_joins_where,WHERE,0.0373,0.0009,3.0,0.0091,0.0026,,joins,select,0.0041,0.0028,0.0
163,MySQL,InnoDB,2.0,cities,two_joins,WHERE,89.0047,0.4187,10000000.0,2.7182,0.0824,,joins,select,13.0118,0.1129,0.0
164,MySQL,InnoDB,2.0,cities,two_joins_where,WHERE,0.0311,0.0095,1.0,0.0085,0.0034,,joins,select,0.0045,0.0033,0.0
165,MySQL,InnoDB,2.0,clients,one_join,WHERE,42.7645,0.4623,10000000.0,1.7108,0.0659,,joins,select,9.2367,0.1379,1.0
166,MySQL,InnoDB,2.0,clients,one_join_where,WHERE,0.0274,0.0085,1.0,0.0084,0.0046,,joins,select,0.0047,0.0045,1.0
167,MySQL,InnoDB,2.0,clients,three_joins,WHERE,2.6938,0.0533,100000.0,0.0689,0.0183,,joins,select,0.1875,0.0182,1.0
168,MySQL,InnoDB,2.0,clients,three_joins_where,WHERE,0.0365,0.001,3.0,0.0078,0.0028,,joins,select,0.0045,0.0024,1.0
169,MySQL,InnoDB,2.0,clients,two_joins,WHERE,88.3526,0.3469,10000000.0,2.7805,0.0911,,joins,select,12.9505,0.0782,1.0
170,MySQL,InnoDB,2.0,clients,two_joins_where,WHERE,0.0335,0.0135,1.0,0.0108,0.0039,,joins,select,0.0022,0.0035,1.0
171,MySQL,InnoDB,2.0,clients,one_join,WHERE,41.7634,0.1381,10000000.0,1.7619,0.0907,,joins,select,9.068,0.0829,0.0
172,MySQL,InnoDB,2.0,clients,one_join_where,WHERE,4.2608,0.0113,1.0,0.0097,0.0026,,joins,select,0.0047,0.0029,0.0
173,MySQL,InnoDB,2.0,clients,three_joins,WHERE,2.512,0.0612,100000.0,0.0804,0.0134,,joins,select,0.1821,0.0115,0.0
174,MySQL,InnoDB,2.0,clients,three_joins_where,WHERE,0.0377,0.0009,3.0,0.0095,0.0027,,joins,select,0.0048,0.0031,0.0
175,MySQL,InnoDB,2.0,clients,two_joins,WHERE,87.5534,0.4531,10000000.0,2.8183,0.0898,,joins,select,12.9116,0.1562,0.0
176,MySQL,InnoDB,2.0,clients,two_joins_where,WHERE,4.2735,0.0124,1.0,0.0078,0.0028,,joins,select,0.0061,0.0024,0.0
