,database,engine,cpus,indexed_table,query,query_type,real,real_stddev,result_size,sys,sys_stddev,table_size,test_name,test_type,user,user_stddev,was_indexed
1984,MariaDB,Aria,2.0,clients,clients,ALL,0.1323,0.0132,10000000.0,0.0006,0.0017,10000000.0,index,index,0.0051,0.0019,0.0
1985,MariaDB,Aria,2.0,clients_1,clients_1,ALL,0.1027,0.0057,1.0,0.0011,0.0022,1.0,index,index,0.0043,0.0023,0.0
1986,MariaDB,Aria,2.0,clients_10,clients_10,ALL,0.1034,0.0039,10.0,0.0024,0.0024,10.0,index,index,0.0031,0.0024,0.0
1987,MariaDB,Aria,2.0,clients_100,clients_100,ALL,0.1244,0.029,100.0,0.0025,0.0024,100.0,index,index,0.0027,0.0024,0.0
1988,MariaDB,Aria,2.0,clients_1000,clients_1000,ALL,0.1265,0.0074,1000.0,0.003,0.0027,1000.0,index,index,0.0026,0.0026,0.0
1989,MariaDB,Aria,2.0,clients_10000,clients_10000,ALL,0.1273,0.0051,10000.0,0.0027,0.002,10000.0,index,index,0.0029,0.002,0.0
1990,MariaDB,Aria,2.0,clients_100000,clients_100000,ALL,0.1356,0.015,100000.0,0.0019,0.0023,100000.0,index,index,0.0033,0.0025,0.0
1991,MariaDB,Aria,2.0,clients_1000000,clients_1000000,ALL,0.1315,0.0049,1000000.0,0.0006,0.0015,1000000.0,index,index,0.0051,0.0018,0.0
1992,MariaDB,Aria,4.0,clients,clients,ALL,0.0346,0.0092,10000000.0,0.0048,0.0019,10000000.0,index,index,0.0011,0.002,0.0
1993,MariaDB,Aria,4.0,clients_1,clients_1,ALL,0.0349,0.0062,1.0,0.0021,0.002,1.0,index,index,0.0027,0.0023,0.0
1994,MariaDB,Aria,4.0,clients_10,clients_10,ALL,0.0359,0.0026,10.0,0.0011,0.0018,10.0,index,index,0.0036,0.0021,0.0
1995,MariaDB,Aria,4.0,clients_100,clients_100,ALL,0.0351,0.0086,100.0,0.0,0.0015,100.0,index,index,0.0053,0.0019,0.0
1996,MariaDB,Aria,4.0,clients_1000,clients_1000,ALL,0.0362,0.0027,1000.0,0.0025,0.0022,1000.0,index,index,0.0024,0.0023,0.0
1997,MariaDB,Aria,4.0,clients_10000,clients_10000,ALL,0.0382,0.0024,10000.0,0.0029,0.0024,10000.0,index,index,0.0021,0.0024,0.0
1998,MariaDB,Aria,4.0,clients_100000,clients_100000,ALL,0.0376,0.0036,100000.0,0.0019,0.0024,100000.0,index,index,0.0031,0.0025,0.0
1999,MariaDB,Aria,4.0,clients_1000000,clients_1000000,ALL,0.0369,0.0041,1000000.0,0.0021,0.0022,1000000.0,index,index,0.003,0.0022,0.0
2000,MariaDB,Aria,1.0,clients,,ALL,15.4678,0.2995,1000.0,5.8864,0.1721,100000.0,insert,insert,8.421,0.1367,1.0
2001,MariaDB,Aria,1.0,clients,,ALL,15.6887,0.1937,1000.0,6.0011,0.1393,100000.0,insert,insert,8.4857,0.0735,0.0
2002,MariaDB,Aria,2.0,clients,,ALL,14.6366,0.3127,1000.0,5.9154,0.0988,100000.0,insert,insert,8.4889,0.0972,1.0
2003,MariaDB,Aria,2.0,clients,,ALL,13.9983,0.0794,1000.0,5.9415,0.0949,100000.0,insert,insert,8.4456,0.0824,0.0
2004,MariaDB,Aria,4.0,clients,,ALL,14.2211,0.0261,1000.0,6.0013,0.0855,100000.0,insert,insert,8.4714,0.0898,1.0
2005,MariaDB,Aria,4.0,clients,,ALL,14.0426,0.0452,1000.0,5.9249,0.1092,100000.0,insert,insert,8.4384,0.0857,0.0
2006,MariaDB,Aria,1.0,cities,one_join,,39.9757,0.3608,10000000.0,1.7099,0.0846,,joins,select,9.1955,0.3042,1.0
2007,MariaDB,Aria,1.0,cities,one_join_where,WHERE,0.017,0.0049,1.0,0.0028,0.0023,,joins,select,0.0023,0.0024,1.0
2008,MariaDB,Aria,1.0,cities,three_joins,WHERE,1.5753,0.0073,100000.0,0.0661,0.0116,,joins,select,0.1821,0.0134,1.0
2009,MariaDB,Aria,1.0,cities,three_joins_where,WHERE,0.0211,0.0053,3.0,0.0028,0.0025,,joins,select,0.0029,0.0026,1.0
2010,MariaDB,Aria,1.0,cities,two_joins,WHERE,56.4933,0.5063,10000000.0,2.3837,0.0955,,joins,select,12.2821,0.4484,1.0
2011,MariaDB,Aria,1.0,cities,two_joins_where,WHERE,0.0181,0.0037,1.0,0.0024,0.0025,,joins,select,0.0033,0.0027,1.0
2012,MariaDB,Aria,1.0,cities,one_join,WHERE,39.4398,0.4144,10000000.0,1.6756,0.0871,,joins,select,8.943,0.4015,0.0
2013,MariaDB,Aria,1.0,cities,one_join_where,WHERE,0.0165,0.0058,1.0,0.0014,0.0019,,joins,select,0.0047,0.0017,0.0
2014,MariaDB,Aria,1.0,cities,three_joins,WHERE,1.4342,0.0097,100000.0,0.0609,0.0104,,joins,select,0.1758,0.0117,0.0
2015,MariaDB,Aria,1.0,cities,three_joins_where,WHERE,0.0214,0.0041,3.0,0.0031,0.0022,,joins,select,0.0026,0.0025,0.0
2016,MariaDB,Aria,1.0,cities,two_joins,WHERE,55.9946,0.2676,10000000.0,2.3976,0.1029,,joins,select,11.8882,0.1891,0.0
2017,MariaDB,Aria,1.0,cities,two_joins_where,WHERE,0.0148,0.005,1.0,0.0013,0.0013,,joins,select,0.0043,0.0013,0.0
2018,MariaDB,Aria,1.0,clients,one_join,WHERE,39.3861,0.3503,10000000.0,1.7196,0.048,,joins,select,8.8268,0.3822,1.0
2019,MariaDB,Aria,1.0,clients,one_join_where,WHERE,0.0162,0.0048,1.0,0.0026,0.0027,,joins,select,0.0033,0.0028,1.0
2020,MariaDB,Aria,1.0,clients,three_joins,WHERE,1.4351,0.0077,100000.0,0.0662,0.0119,,joins,select,0.1692,0.0141,1.0
2021,MariaDB,Aria,1.0,clients,three_joins_where,WHERE,0.0225,0.0043,3.0,0.0027,0.0024,,joins,select,0.0028,0.0023,1.0
2022,MariaDB,Aria,1.0,clients,two_joins,WHERE,56.1581,0.4467,10000000.0,2.4478,0.0997,,joins,select,12.1314,0.4424,1.0
2023,MariaDB,Aria,1.0,clients,two_joins_where,WHERE,0.0158,0.0064,1.0,0.0009,0.0022,,joins,select,0.0049,0.0022,1.0
2024,MariaDB,Aria,1.0,clients,one_join,WHERE,40.3798,0.5048,10000000.0,1.8176,0.1151,,joins,select,9.1784,0.3863,0.0
2025,MariaDB,Aria,1.0,clients,one_join_where,WHERE,2.523,0.0123,1.0,0.003,0.0023,,joins,select,0.0026,0.0023,0.0
2026,MariaDB,Aria,1.0,clients,three_joins,WHERE,1.4413,0.0402,100000.0,0.0534,0.0102,,joins,select,0.1863,0.0109,0.0
2027,MariaDB,Aria,1.0,clients,three_joins_where,WHERE,0.0198,0.0046,3.0,0.0014,0.0019,,joins,select,0.0042,0.0023,0.0
2028,MariaDB,Aria,1.0,clients,two_joins,WHERE,57.0376,0.5535,10000000.0,2.4124,0.0451,,joins,select,12.3457,0.451,0.0
2029,MariaDB,Aria,1.0,clients,two_joins_where,WHERE,2.4939,0.0043,1.0,0.0027,0.0024,,joins,select,0.0028,0.0025,0.0
2030,MariaDB,Aria,1.0,companies,one_join,WHERE,39.5687,0.5363,10000000.0,1.7454,0.086,,joins,select,8.7796,0.548,1.0
2031,MariaDB,Aria,1.0,companies,one_join_where,WHERE,0.0167,0.0032,1.0,0.0004,0.0016,,joins,select,0.0052,0.0018,1.0
2032,MariaDB,Aria,1.0,companies,three_joins,WHERE,1.6174,0.0072,100000.0,0.0555,0.0157,,joins,select,0.1949,0.0169,1.0
2033,MariaDB,Aria,1.0,companies,three_joins_where,WHERE,0.0228,0.0053,3.0,0.0024,0.0027,,joins,select,0.0035,0.0026,1.0
2034,MariaDB,Aria,1.0,companies,two_joins,WHERE,56.2051,0.3718,10000000.0,2.5045,0.0706,,joins,select,11.8682,0.3751,1.0
2035,MariaDB,Aria,1.0,companies,two_joins_where,WHERE,0.0121,0.0061,1.0,0.0032,0.0023,,joins,select,0.0027,0.0022,1.0
2036,MariaDB,Aria,1.0,companies,one_join,WHERE,39.6376,0.3064,10000000.0,1.7182,0.0811,,joins,select,8.8587,0.3343,0.0
2037,MariaDB,Aria,1.0,companies,one_join_where,WHERE,0.0161,0.0048,1.0,0.0018,0.0023,,joins,select,0.0036,0.0025,0.0
2038,MariaDB,Aria,1.0,companies,three_joins,WHERE,1.5822,0.011,100000.0,0.0596,0.0123,,joins,select,0.1918,0.0154,0.0
2039,MariaDB,Aria,1.0,companies,three_joins_where,WHERE,0.021,0.0032,3.0,0.0032,0.0022,,joins,select,0.0026,0.0026,0.0
2040,MariaDB,Aria,1.0,companies,two_joins,WHERE,56.6149,0.4334,10000000.0,2.4286,0.102,,joins,select,12.2794,0.4437,0.0
2041,MariaDB,Aria,1.0,companies,two_joins_where,WHERE,0.0182,0.0039,1.0,0.0027,0.002,,joins,select,0.0032,0.0021,0.0
2042,MariaDB,Aria,1.0,orders,one_join,WHERE,39.5456,0.3948,10000000.0,1.7165,0.0848,,joins,select,8.8982,0.3982,1.0
2043,MariaDB,Aria,1.0,orders,one_join_where,WHERE,0.016,0.0048,1.0,0.0024,0.0025,,joins,select,0.003,0.0026,1.0
2044,MariaDB,Aria,1.0,orders,three_joins,WHERE,1.5636,0.0088,100000.0,0.0634,0.0175,,joins,select,0.1832,0.0193,1.0
2045,MariaDB,Aria,1.0,orders,three_joins_where,WHERE,0.0062,0.0054,3.0,0.0025,0.0026,,joins,select,0.0031,0.0027,1.0
2046,MariaDB,Aria,1.0,orders,two_joins,WHERE,56.5646,0.5449,10000000.0,2.394,0.0933,,joins,select,12.3075,0.5837,1.0
2047,MariaDB,Aria,1.0,orders,two_joins_where,WHERE,0.0114,0.0007,1.0,0.0029,0.0024,,joins,select,0.0025,0.0026,1.0
2048,MariaDB,Aria,1.0,orders,one_join,WHERE,39.8599,0.2858,10000000.0,1.7399,0.0768,,joins,select,9.0947,0.2744,0.0
2049,MariaDB,Aria,1.0,orders,one_join_where,WHERE,0.0172,0.0043,1.0,0.0024,0.0025,,joins,select,0.0031,0.0027,0.0
2050,MariaDB,Aria,1.0,orders,three_joins,WHERE,1.6169,0.0089,100000.0,0.0627,0.0145,,joins,select,0.1851,0.019,0.0
2051,MariaDB,Aria,1.0,orders,three_joins_where,WHERE,0.0219,0.0026,3.0,0.0033,0.0023,,joins,select,0.0024,0.0024,0.0
2052,MariaDB,Aria,1.0,orders,two_joins,WHERE,56.66,0.5482,10000000.0,2.4101,0.0782,,joins,select,12.4801,0.5071,0.0
2053,MariaDB,Aria,1.0,orders,two_joins_where,WHERE,0.0121,0.0033,1.0,0.0009,0.0017,,joins,select,0.005,0.002,0.0
2054,MariaDB,Aria,2.0,cities,one_join,WHERE,35.0965,0.3494,10000000.0,1.6643,0.1905,,joins,select,8.7481,0.6684,1.0
2055,MariaDB,Aria,2.0,cities,one_join_where,WHERE,0.0163,0.0006,1.0,0.0039,0.0021,,joins,select,0.0013,0.0021,1.0
2056,MariaDB,Aria,2.0,cities,three_joins,WHERE,1.2791,0.0127,100000.0,0.0589,0.0187,,joins,select,0.183,0.0194,1.0
2057,MariaDB,Aria,2.0,cities,three_joins_where,WHERE,0.0198,0.0008,3.0,0.0042,0.0017,,joins,select,0.001,0.0018,1.0
2058,MariaDB,Aria,2.0,cities,two_joins,WHERE,50.4569,0.4369,10000000.0,2.5268,0.1953,,joins,select,13.1077,0.3911,1.0
2059,MariaDB,Aria,2.0,cities,two_joins_where,WHERE,0.0177,0.0009,1.0,0.0013,0.0021,,joins,select,0.0041,0.0022,1.0
2060,MariaDB,Aria,2.0,cities,one_join,WHERE,34.9128,0.369,10000000.0,1.6946,0.1797,,joins,select,8.7585,0.4533,0.0
2061,MariaDB,Aria,2.0,cities,one_join_where,WHERE,0.0163,0.0007,1.0,0.0,0.0024,,joins,select,0.0044,0.0023,0.0
2062,MariaDB,Aria,2.0,cities,three_joins,WHERE,1.2756,0.0718,100000.0,0.0768,0.0107,,joins,select,0.1684,0.0167,0.0
2063,MariaDB,Aria,2.0,cities,three_joins_where,WHERE,0.0206,0.001,3.0,0.0024,0.0025,,joins,select,0.0035,0.003,0.0
2064,MariaDB,Aria,2.0,cities,two_joins,WHERE,49.271,0.5152,10000000.0,2.6201,0.2012,,joins,select,12.4139,0.5042,0.0
2065,MariaDB,Aria,2.0,cities,two_joins_where,WHERE,0.014,0.0006,1.0,0.0017,0.0018,,joins,select,0.0043,0.0018,0.0
2066,MariaDB,Aria,2.0,clients,one_join,WHERE,34.9114,0.4806,10000000.0,1.6885,0.1604,,joins,select,8.8606,0.5236,1.0
2067,MariaDB,Aria,2.0,clients,one_join_where,WHERE,0.016,0.0009,1.0,0.0021,0.0022,,joins,select,0.0034,0.0022,1.0
2068,MariaDB,Aria,2.0,clients,three_joins,WHERE,1.2748,0.0089,100000.0,0.0593,0.0128,,joins,select,0.1829,0.016,1.0
2069,MariaDB,Aria,2.0,clients,three_joins_where,WHERE,0.0204,0.0005,3.0,0.0037,0.0022,,joins,select,0.0021,0.0021,1.0
2070,MariaDB,Aria,2.0,clients,two_joins,WHERE,49.2508,0.4479,10000000.0,2.4751,0.1613,,joins,select,12.3276,0.5463,1.0
2071,MariaDB,Aria,2.0,clients,two_joins_where,WHERE,0.014,0.0006,1.0,0.0018,0.0024,,joins,select,0.0036,0.0023,1.0
2072,MariaDB,Aria,2.0,clients,one_join,WHERE,34.9451,0.4229,10000000.0,1.7277,0.2192,,joins,select,8.4943,0.4062,0.0
2073,MariaDB,Aria,2.0,clients,one_join_where,WHERE,2.4329,0.0092,1.0,0.0024,0.0022,,joins,select,0.0034,0.0025,0.0
2074,MariaDB,Aria,2.0,clients,three_joins,WHERE,1.2744,0.0299,100000.0,0.0571,0.0145,,joins,select,0.1804,0.0163,0.0
2075,MariaDB,Aria,2.0,clients,three_joins_where,WHERE,0.0198,0.0005,3.0,0.0021,0.0022,,joins,select,0.0033,0.0021,0.0
2076,MariaDB,Aria,2.0,clients,two_joins,WHERE,49.278,0.4841,10000000.0,2.5465,0.1158,,joins,select,12.4284,0.5237,0.0
2077,MariaDB,Aria,2.0,clients,two_joins_where,WHERE,2.4337,0.0169,1.0,0.0016,0.0021,,joins,select,0.0042,0.0019,0.0
2078,MariaDB,Aria,2.0,companies,one_join,WHERE,35.4518,0.6486,10000000.0,1.6552,0.2676,,joins,select,8.8185,0.5247,1.0
2079,MariaDB,Aria,2.0,companies,one_join_where,WHERE,0.0159,0.0007,1.0,0.002,0.0024,,joins,select,0.0035,0.0027,1.0
2080,MariaDB,Aria,2.0,companies,three_joins,WHERE,1.2685,0.0148,100000.0,0.0596,0.0147,,joins,select,0.1857,0.0157,1.0
2081,MariaDB,Aria,2.0,companies,three_joins_where,WHERE,0.02,0.0008,3.0,0.0026,0.0021,,joins,select,0.0029,0.0022,1.0
2082,MariaDB,Aria,2.0,companies,two_joins,WHERE,49.2458,0.4674,10000000.0,2.5592,0.2976,,joins,select,12.5148,0.4927,1.0
2083,MariaDB,Aria,2.0,companies,two_joins_where,WHERE,0.0113,0.0007,1.0,0.0025,0.0024,,joins,select,0.0031,0.0025,1.0
2084,MariaDB,Aria,2.0,companies,one_join,WHERE,34.9776,0.4874,10000000.0,1.689,0.2183,,joins,select,8.6789,0.5931,0.0
2085,MariaDB,Aria,2.0,companies,one_join_where,WHERE,0.016,0.0004,1.0,0.0023,0.0021,,joins,select,0.0038,0.0022,0.0
2086,MariaDB,Aria,2.0,companies,three_joins,WHERE,1.276,0.0082,100000.0,0.0585,0.0104,,joins,select,0.1832,0.0112,0.0
2087,MariaDB,Aria,2.0,companies,three_joins_where,WHERE,0.0201,0.0008,3.0,0.0024,0.0024,,joins,select,0.0031,0.0028,0.0
2088,MariaDB,Aria,2.0,companies,two_joins,WHERE,50.1159,0.5663,10000000.0,2.6194,0.3167,,joins,select,12.9737,0.3266,0.0
2089,MariaDB,Aria,2.0,companies,two_joins_where,WHERE,0.0179,0.0007,1.0,0.0025,0.0022,,joins,select,0.0032,0.0024,0.0
2090,MariaDB,Aria,2.0,orders,one_join,WHERE,34.818,0.305,10000000.0,1.7203,0.2143,,joins,select,8.62,0.4416,1.0
2091,MariaDB,Aria,2.0,orders,one_join_where,WHERE,0.0166,0.0006,1.0,0.0015,0.002,,joins,select,0.0042,0.0025,1.0
2092,MariaDB,Aria,2.0,orders,three_joins,WHERE,1.3473,0.0117,100000.0,0.0539,0.0177,,joins,select,0.1977,0.0218,1.0
2093,MariaDB,Aria,2.0,orders,three_joins_where,WHERE,0.006,0.0006,3.0,0.0023,0.0022,,joins,select,0.003,0.0024,1.0
2094,MariaDB,Aria,2.0,orders,two_joins,WHERE,49.4062,0.4535,10000000.0,2.4699,0.1726,,joins,select,12.3562,0.5185,1.0
2095,MariaDB,Aria,2.0,orders,two_joins_where,WHERE,0.0117,0.0006,1.0,0.0024,0.0025,,joins,select,0.0034,0.0025,1.0
2096,MariaDB,Aria,2.0,orders,one_join,WHERE,34.7871,0.2215,10000000.0,1.7136,0.1608,,joins,select,8.6831,0.5569,0.0
2097,MariaDB,Aria,2.0,orders,one_join_where,WHERE,0.016,0.0004,1.0,0.0019,0.0024,,joins,select,0.0037,0.0026,0.0
2098,MariaDB,Aria,2.0,orders,three_joins,WHERE,1.2729,0.0099,100000.0,0.0624,0.0089,,joins,select,0.1811,0.0075,0.0
2099,MariaDB,Aria,2.0,orders,three_joins_where,WHERE,0.0201,0.0008,3.0,0.0034,0.0024,,joins,select,0.0022,0.0024,0.0
2100,MariaDB,Aria,2.0,orders,two_joins,WHERE,49.3599,0.4837,10000000.0,2.5104,0.2015,,joins,select,12.3957,0.49,0.0
2101,MariaDB,Aria,2.0,orders,two_joins_where,WHERE,0.0121,0.0007,1.0,0.0009,0.0025,,joins,select,0.0044,0.0025,0.0
2102,MariaDB,Aria,4.0,cities,one_join,WHERE,34.773,0.4816,10000000.0,1.6608,0.1146,,joins,select,8.7027,0.4467,1.0
2103,MariaDB,Aria,4.0,cities,one_join_where,WHERE,0.0161,0.0007,1.0,0.0019,0.0024,,joins,select,0.0035,0.0024,1.0
2104,MariaDB,Aria,4.0,cities,three_joins,WHERE,1.2766,0.0172,100000.0,0.0591,0.0143,,joins,select,0.1785,0.0194,1.0
2105,MariaDB,Aria,4.0,cities,three_joins_where,WHERE,0.0204,0.0006,3.0,0.0034,0.0028,,joins,select,0.0023,0.0028,1.0
2106,MariaDB,Aria,4.0,cities,two_joins,WHERE,49.1922,0.4937,10000000.0,2.5298,0.1867,,joins,select,12.1961,0.5642,1.0
2107,MariaDB,Aria,4.0,cities,two_joins_where,WHERE,0.018,0.0006,1.0,0.0032,0.0028,,joins,select,0.0026,0.0028,1.0
2108,MariaDB,Aria,4.0,cities,one_join,WHERE,34.8617,0.721,10000000.0,1.7377,0.1961,,joins,select,8.9408,0.4909,0.0
2109,MariaDB,Aria,4.0,cities,one_join_where,WHERE,0.0161,0.0006,1.0,0.0027,0.0024,,joins,select,0.0031,0.0024,0.0
2110,MariaDB,Aria,4.0,cities,three_joins,WHERE,1.2771,0.0101,100000.0,0.0572,0.0175,,joins,select,0.1839,0.0184,0.0
2111,MariaDB,Aria,4.0,cities,three_joins_where,WHERE,0.0201,0.0008,3.0,0.0027,0.0024,,joins,select,0.0029,0.0029,0.0
2112,MariaDB,Aria,4.0,cities,two_joins,WHERE,49.0834,0.4394,10000000.0,2.3701,0.157,,joins,select,12.3221,0.5028,0.0
2113,MariaDB,Aria,4.0,cities,two_joins_where,WHERE,0.014,0.0008,1.0,0.0014,0.002,,joins,select,0.0042,0.0023,0.0
2114,MariaDB,Aria,4.0,clients,one_join,WHERE,34.7685,0.4901,10000000.0,1.7387,0.2292,,joins,select,8.6489,0.5401,1.0
2115,MariaDB,Aria,4.0,clients,one_join_where,WHERE,0.016,0.0004,1.0,0.0024,0.0025,,joins,select,0.0029,0.0025,1.0
2116,MariaDB,Aria,4.0,clients,three_joins,WHERE,1.2823,0.0092,100000.0,0.0587,0.017,,joins,select,0.1837,0.0196,1.0
2117,MariaDB,Aria,4.0,clients,three_joins_where,WHERE,0.0205,0.0008,3.0,0.0025,0.0027,,joins,select,0.0031,0.0027,1.0
2118,MariaDB,Aria,4.0,clients,two_joins,WHERE,48.9293,0.3479,10000000.0,2.4186,0.1347,,joins,select,12.0989,0.4673,1.0
2119,MariaDB,Aria,4.0,clients,two_joins_where,WHERE,0.0142,0.0007,1.0,0.0027,0.0027,,joins,select,0.0029,0.0029,1.0
2120,MariaDB,Aria,4.0,clients,one_join,WHERE,34.9083,0.6599,10000000.0,1.725,0.3034,,joins,select,9.1927,0.4394,0.0
2121,MariaDB,Aria,4.0,clients,one_join_where,WHERE,2.4341,0.0133,1.0,0.0028,0.0018,,joins,select,0.0029,0.0021,0.0
2122,MariaDB,Aria,4.0,clients,three_joins,WHERE,1.2821,0.0326,100000.0,0.0642,0.0165,,joins,select,0.1821,0.0163,0.0
2123,MariaDB,Aria,4.0,clients,three_joins_where,WHERE,0.0208,0.0007,3.0,0.0028,0.0027,,joins,select,0.0029,0.0026,0.0
2124,MariaDB,Aria,4.0,clients,two_joins,WHERE,49.0038,0.5253,10000000.0,2.4932,0.1824,,joins,select,12.4555,0.4523,0.0
2125,MariaDB,Aria,4.0,clients,two_joins_where,WHERE,2.4359,0.0075,1.0,0.0013,0.0021,,joins,select,0.0047,0.0026,0.0
2126,MariaDB,Aria,4.0,companies,one_join,WHERE,34.8849,0.3499,10000000.0,1.661,0.1126,,joins,select,8.5659,0.3231,1.0
2127,MariaDB,Aria,4.0,companies,one_join_where,WHERE,0.0171,0.0008,1.0,0.0027,0.0023,,joins,select,0.0026,0.0024,1.0
2128,MariaDB,Aria,4.0,companies,three_joins,WHERE,1.2779,0.0165,100000.0,0.0609,0.0113,,joins,select,0.1856,0.017,1.0
2129,MariaDB,Aria,4.0,companies,three_joins_where,WHERE,0.0202,0.0005,3.0,0.0023,0.0021,,joins,select,0.0032,0.0022,1.0
2130,MariaDB,Aria,4.0,companies,two_joins,WHERE,49.3618,4.6224,10000000.0,2.4256,0.2079,,joins,select,12.245,4.7992,1.0
2131,MariaDB,Aria,4.0,companies,two_joins_where,WHERE,0.0116,0.0006,1.0,0.0031,0.0022,,joins,select,0.0023,0.0025,1.0
2132,MariaDB,Aria,4.0,companies,one_join,WHERE,34.6487,0.3082,10000000.0,1.684,0.1188,,joins,select,8.4256,0.318,0.0
2133,MariaDB,Aria,4.0,companies,one_join_where,WHERE,0.0166,0.0008,1.0,0.0018,0.0023,,joins,select,0.0043,0.0025,0.0
2134,MariaDB,Aria,4.0,companies,three_joins,WHERE,1.2809,0.0076,100000.0,0.0714,0.0125,,joins,select,0.1696,0.0106,0.0
2135,MariaDB,Aria,4.0,companies,three_joins_where,WHERE,0.0201,0.0008,3.0,0.0028,0.0024,,joins,select,0.0029,0.0024,0.0
2136,MariaDB,Aria,4.0,companies,two_joins,WHERE,49.2545,0.3644,10000000.0,2.4871,0.1351,,joins,select,12.0437,0.4705,0.0
2137,MariaDB,Aria,4.0,companies,two_joins_where,WHERE,0.0181,0.0008,1.0,0.0033,0.0025,,joins,select,0.0027,0.0025,0.0
2138,MariaDB,Aria,4.0,orders,one_join,WHERE,34.9831,0.4705,10000000.0,1.6473,0.118,,joins,select,8.5918,0.3123,1.0
2139,MariaDB,Aria,4.0,orders,one_join_where,WHERE,0.0163,0.0005,1.0,0.0004,0.0018,,joins,select,0.0051,0.0019,1.0
2140,MariaDB,Aria,4.0,orders,three_joins,WHERE,1.3577,0.011,100000.0,0.0682,0.0136,,joins,select,0.1714,0.0176,1.0
2141,MariaDB,Aria,4.0,orders,three_joins_where,WHERE,0.0057,0.0005,3.0,0.0018,0.0019,,joins,select,0.0034,0.0024,1.0
2142,MariaDB,Aria,4.0,orders,two_joins,WHERE,49.5013,0.6345,10000000.0,2.4259,0.1492,,joins,select,12.4098,0.5066,1.0
2143,MariaDB,Aria,4.0,orders,two_joins_where,WHERE,0.012,0.0008,1.0,0.0018,0.0024,,joins,select,0.0042,0.0024,1.0
2144,MariaDB,Aria,4.0,orders,one_join,WHERE,34.8582,0.3004,10000000.0,1.6848,0.1907,,joins,select,8.6943,0.4137,0.0
2145,MariaDB,Aria,4.0,orders,one_join_where,WHERE,0.0168,0.0008,1.0,0.0023,0.0025,,joins,select,0.0035,0.0025,0.0
2146,MariaDB,Aria,4.0,orders,three_joins,WHERE,1.2796,0.0092,100000.0,0.0606,0.01,,joins,select,0.1823,0.014,0.0
2147,MariaDB,Aria,4.0,orders,three_joins_where,WHERE,0.0203,0.0005,3.0,0.0018,0.0023,,joins,select,0.0039,0.0025,0.0
2148,MariaDB,Aria,4.0,orders,two_joins,WHERE,49.6203,0.4787,10000000.0,2.4617,0.0704,,joins,select,12.4511,0.4516,0.0
2149,MariaDB,Aria,4.0,orders,two_joins_where,WHERE,0.0117,0.0008,1.0,0.0016,0.0025,,joins,select,0.0038,0.0026,0.0
2150,MariaDB,Aria,1.0,clients_base_all,clients_base_all,ALL,10.0016,0.2719,10000000.0,0.9592,0.0467,10000000.0,log,select,5.0955,0.2738,1.0
2151,MariaDB,Aria,1.0,clients_base_where,clients_base_where,WHERE,0.0061,0.0025,1.0,0.0025,0.0026,10000000.0,log,select,0.0028,0.0025,1.0
2152,MariaDB,Aria,1.0,clients_base_all,clients_base_all,ALL,10.0808,0.3274,10000000.0,0.9823,0.0379,10000000.0,log,select,5.1412,0.3345,0.0
2153,MariaDB,Aria,1.0,clients_base_where,clients_base_where,WHERE,1.2651,0.008,1.0,0.0026,0.0026,10000000.0,log,select,0.0032,0.0027,0.0
2154,MariaDB,Aria,1.0,clients_1_all,clients_1_all,ALL,0.0061,0.0079,1.0,0.0014,0.0019,1.0,log,select,0.0049,0.0021,1.0
2155,MariaDB,Aria,1.0,clients_1_where,clients_1_where,WHERE,0.0061,0.0055,1.0,0.0025,0.0023,1.0,log,select,0.0033,0.0021,1.0
2156,MariaDB,Aria,1.0,clients_1_all,clients_1_all,ALL,0.0058,0.0068,1.0,0.0026,0.0022,1.0,log,select,0.0029,0.0023,0.0
2157,MariaDB,Aria,1.0,clients_1_where,clients_1_where,WHERE,0.0056,0.0059,1.0,0.0009,0.0018,1.0,log,select,0.0046,0.0018,0.0
2158,MariaDB,Aria,1.0,clients_10_all,clients_10_all,ALL,0.0056,0.0082,10.0,0.0018,0.0022,10.0,log,select,0.0036,0.0022,1.0
2159,MariaDB,Aria,1.0,clients_10_where,clients_10_where,WHERE,0.0059,0.0046,1.0,0.0024,0.0027,10.0,log,select,0.0031,0.0025,1.0
2160,MariaDB,Aria,1.0,clients_10_all,clients_10_all,ALL,0.0055,0.0064,10.0,0.0006,0.0017,10.0,log,select,0.005,0.0021,0.0
2161,MariaDB,Aria,1.0,clients_10_where,clients_10_where,WHERE,0.0059,0.0053,1.0,0.0028,0.0027,10.0,log,select,0.0027,0.0025,0.0
2162,MariaDB,Aria,1.0,clients_100_all,clients_100_all,ALL,0.0057,0.0078,100.0,0.0033,0.0023,100.0,log,select,0.0021,0.0023,1.0
2163,MariaDB,Aria,1.0,clients_100_where,clients_100_where,WHERE,0.0061,0.0055,1.0,0.0027,0.0024,100.0,log,select,0.0028,0.0023,1.0
2164,MariaDB,Aria,1.0,clients_100_all,clients_100_all,ALL,0.0061,0.0053,100.0,0.0025,0.002,100.0,log,select,0.0031,0.0024,0.0
2165,MariaDB,Aria,1.0,clients_100_where,clients_100_where,WHERE,0.0061,0.0053,1.0,0.0021,0.0021,100.0,log,select,0.0033,0.0026,0.0
2166,MariaDB,Aria,1.0,clients_1000_all,clients_1000_all,ALL,0.007,0.0053,1000.0,0.0022,0.0026,1000.0,log,select,0.0043,0.0025,1.0
