,database,engine,test_name,test_type,cpus,indexed_table,was_indexed,result_size,query,query_type,table_size,real,user,sys
0,MySQL,InnoDB,create,create,1,,,,,,,0.219,0.006,0.007
1,MySQL,InnoDB,create,create,1,,,,,,,0.206,0.005,0.008
2,MySQL,InnoDB,create,create,1,,,,,,,0.212,0.006,0.007
3,MySQL,InnoDB,create,create,1,,,,,,,0.209,0.0,0.013
4,MySQL,InnoDB,create,create,1,,,,,,,0.206,0.006,0.006
5,MySQL,InnoDB,create,create,1,,,,,,,0.204,0.006,0.005
6,MySQL,InnoDB,create,create,1,,,,,,,0.225,0.006,0.006
7,MySQL,InnoDB,create,create,1,,,,,,,0.213,0.012,0.0
8,MySQL,InnoDB,create,create,1,,,,,,,0.214,0.012,0.0
9,MySQL,InnoDB,create,create,1,,,,,,,0.223,0.0,0.011
10,MySQL,InnoDB,create,create,1,,,,,,,0.203,0.004,0.007
11,MySQL,InnoDB,create,create,2,,,,,,,0.209,0.006,0.006
12,MySQL,InnoDB,create,create,2,,,,,,,0.2,0.0,0.012
13,MySQL,InnoDB,create,create,2,,,,,,,0.183,0.0,0.011
14,MySQL,InnoDB,create,create,2,,,,,,,0.21,0.006,0.006
15,MySQL,InnoDB,create,create,2,,,,,,,0.207,0.006,0.006
16,MySQL,InnoDB,create,create,2,,,,,,,0.209,0.005,0.007
17,MySQL,InnoDB,create,create,2,,,,,,,0.209,0.005,0.007
18,MySQL,InnoDB,create,create,2,,,,,,,0.208,0.0,0.011
19,MySQL,InnoDB,create,create,2,,,,,,,0.207,0.007,0.004
20,MySQL,InnoDB,create,create,2,,,,,,,0.21,0.0,0.011
21,MySQL,InnoDB,create,create,2,,,,,,,0.201,0.004,0.007
22,MySQL,InnoDB,create,create,4,,,,,,,0.202,0.005,0.007
23,MySQL,InnoDB,create,create,4,,,,,,,0.207,0.005,0.007
24,MySQL,InnoDB,create,create,4,,,,,,,0.207,0.001,0.01
25,MySQL,InnoDB,create,create,4,,,,,,,0.218,0.0,0.012
26,MySQL,InnoDB,create,create,4,,,,,,,0.225,0.0,0.012
27,MySQL,InnoDB,create,create,4,,,,,,,0.214,0.006,0.006
28,MySQL,InnoDB,create,create,4,,,,,,,0.213,0.0,0.011
29,MySQL,InnoDB,create,create,4,,,,,,,0.214,0.005,0.007
30,MySQL,InnoDB,create,create,4,,,,,,,0.208,0.007,0.005
31,MySQL,InnoDB,create,create,4,,,,,,,0.211,0.005,0.007
32,MySQL,InnoDB,create,create,4,,,,,,,0.21,0.005,0.007
33,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.608,0.093,0.005
34,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.576,0.079,0.014
35,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.603,0.083,0.015
36,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.605,0.081,0.013
37,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.601,0.073,0.023
38,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.6,0.078,0.016
39,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.601,0.066,0.026
40,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.603,0.072,0.025
41,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.606,0.073,0.023
42,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.617,0.072,0.024
43,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.599,0.079,0.015
44,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.101,0.021,0.008
45,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.102,0.018,0.011
46,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.103,0.019,0.011
47,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.105,0.025,0.004
48,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.106,0.015,0.015
49,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.103,0.016,0.012
50,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.101,0.022,0.007
51,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.107,0.017,0.011
52,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.101,0.024,0.005
53,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.107,0.017,0.012
54,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.101,0.018,0.011
55,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.022,0.004,0.01
56,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.008,0.007
57,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.022,0.008,0.007
58,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.004,0.01
59,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.004,0.01
60,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.034,0.008,0.008
61,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.022,0.004,0.01
62,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.008,0.007
63,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.022,0.009,0.005
64,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.037,0.0,0.015
65,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.007,0.007
66,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.013,0.006,0.006
67,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.015,0.006,0.007
68,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.024,0.009,0.004
69,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.015,0.003,0.011
70,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.014,0.004,0.008
71,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.016,0.006,0.007
72,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.028,0.004,0.008
73,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.016,0.001,0.013
74,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.014,0.006,0.006
75,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.015,0.0,0.013
76,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,True,989,clients_1000_all,ALL,1000,0.016,0.005,0.008
77,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.013,0.005,0.006
78,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.014,0.006,0.006
79,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.028,0.008,0.004
80,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.012,0.008,0.004
81,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.013,0.004,0.008
82,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.014,0.009,0.004
83,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.012,0.007,0.004
84,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.012,0.005,0.006
85,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.015,0.008,0.005
86,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.013,0.0,0.012
87,MySQL,InnoDB,group_by_order,select,1,clients_100_all,True,100,clients_100_all,ALL,100,0.013,0.004,0.008
88,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.014,0.004,0.008
89,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.012,0.0,0.011
90,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.027,0.004,0.009
91,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.012,0.0,0.011
92,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.012,0.01,0.001
93,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.013,0.004,0.008
94,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.027,0.0,0.012
95,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.012,0.008,0.004
96,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.013,0.011,0.002
97,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.014,0.004,0.008
98,MySQL,InnoDB,group_by_order,select,1,clients_10_all,True,10,clients_10_all,ALL,10,0.012,0.004,0.007
99,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.013,0.007,0.005
100,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.013,0.005,0.006
101,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.012,0.006,0.005
102,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.013,0.006,0.006
103,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.012,0.008,0.004
104,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.013,0.007,0.005
105,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.026,0.007,0.005
106,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.012,0.01,0.001
107,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.013,0.0,0.012
108,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.014,0.0,0.012
109,MySQL,InnoDB,group_by_order,select,1,clients_1_all,True,1,clients_1_all,ALL,1,0.014,0.005,0.008
110,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.776,0.203,0.026
111,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.732,0.202,0.023
112,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.743,0.196,0.025
113,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.747,0.215,0.01
114,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.75,0.188,0.035
115,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.746,0.182,0.045
116,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.728,0.183,0.039
117,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.742,0.187,0.039
118,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.733,0.199,0.03
119,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.735,0.196,0.028
120,MySQL,InnoDB,group_by_order,select,1,clients_base_all,True,923828,clients_base_all,ALL,10000000,3.727,0.215,0.009
121,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.799,0.073,0.029
122,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.666,0.08,0.016
123,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.681,0.079,0.02
124,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.748,0.082,0.018
125,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.674,0.081,0.017
126,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.683,0.079,0.02
127,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.684,0.079,0.018
128,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.686,0.08,0.021
129,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.688,0.068,0.029
130,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.704,0.075,0.026
131,MySQL,InnoDB,group_by_order,select,1,clients_1000000_all,False,361802,clients_1000000_all,ALL,1000000,1.682,0.079,0.023
132,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.18,0.022,0.009
133,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.181,0.022,0.009
134,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.179,0.031,0.0
135,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.173,0.026,0.005
136,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.184,0.026,0.005
137,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.182,0.018,0.014
138,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.164,0.012,0.018
139,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.175,0.021,0.01
140,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.182,0.027,0.005
141,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.179,0.023,0.009
142,MySQL,InnoDB,group_by_order,select,1,clients_100000_all,False,72478,clients_100000_all,ALL,100000,0.163,0.02,0.011
143,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.027,0.01,0.005
144,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.026,0.008,0.007
145,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.038,0.005,0.01
146,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.027,0.006,0.009
147,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.027,0.007,0.007
148,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.027,0.004,0.011
149,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.038,0.009,0.008
150,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.026,0.009,0.005
151,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.028,0.009,0.008
152,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.041,0.004,0.011
153,MySQL,InnoDB,group_by_order,select,1,clients_10000_all,False,9384,clients_10000_all,ALL,10000,0.026,0.0,0.014
154,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.014,0.004,0.008
155,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.015,0.004,0.009
156,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.014,0.005,0.007
157,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.015,0.001,0.012
158,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.015,0.0,0.012
159,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.025,0.005,0.009
160,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.015,0.0,0.012
161,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.014,0.008,0.004
162,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.015,0.007,0.006
163,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.014,0.006,0.006
164,MySQL,InnoDB,group_by_order,select,1,clients_1000_all,False,989,clients_1000_all,ALL,1000,0.015,0.006,0.006
165,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.013,0.006,0.006
166,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.013,0.0,0.012
167,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.009,0.004
168,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.004,0.009
169,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.026,0.005,0.009
170,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.013,0.0,0.011
171,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.008
172,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.012,0.008,0.004
173,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.007,0.006
174,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.013,0.005,0.007
175,MySQL,InnoDB,group_by_order,select,1,clients_100_all,False,100,clients_100_all,ALL,100,0.029,0.005,0.009
176,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.013,0.006,0.006
177,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.013,0.0,0.012
178,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.013,0.01,0.002
179,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.014,0.004,0.009
180,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.016,0.004,0.009
181,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.014,0.013,0.0
182,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.014,0.007,0.006
183,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.013,0.0,0.012
184,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.014,0.0,0.012
185,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.013,0.0,0.012
186,MySQL,InnoDB,group_by_order,select,1,clients_10_all,False,10,clients_10_all,ALL,10,0.028,0.004,0.009
187,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.013,0.004,0.008
188,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.013,0.0,0.012
189,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.013,0.0,0.012
190,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.013,0.005,0.006
191,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.014,0.004,0.008
192,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.014,0.0,0.012
193,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.014,0.0,0.013
194,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.014,0.004,0.009
195,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.014,0.004,0.008
196,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.013,0.0,0.012
197,MySQL,InnoDB,group_by_order,select,1,clients_1_all,False,1,clients_1_all,ALL,1,0.026,0.007,0.005
198,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,20.105,0.208,0.024
199,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.903,0.204,0.03
200,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.953,0.215,0.016
201,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,20.004,0.201,0.031
202,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.928,0.198,0.039
203,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,20.004,0.2,0.03
204,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.942,0.172,0.055
205,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.765,0.19,0.04
206,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.989,0.204,0.03
207,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.887,0.184,0.046
208,MySQL,InnoDB,group_by_order,select,1,clients_base_all,False,923828,clients_base_all,ALL,10000000,19.885,0.191,0.042
209,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.602,0.072,0.027
210,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.567,0.07,0.025
211,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.561,0.074,0.023
212,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.564,0.07,0.026
213,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.56,0.067,0.029
214,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.56,0.079,0.018
215,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.558,0.068,0.026
216,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.556,0.072,0.025
217,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.57,0.074,0.021
218,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.564,0.083,0.015
219,MySQL,InnoDB,group_by_order,select,2,clients_1000000_all,True,361802,clients_1000000_all,ALL,1000000,0.561,0.087,0.009
220,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.093,0.022,0.008
221,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.092,0.019,0.011
222,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.092,0.017,0.013
223,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.093,0.018,0.012
224,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.091,0.021,0.008
225,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.094,0.02,0.01
226,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.092,0.012,0.018
227,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.092,0.025,0.005
228,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.093,0.022,0.009
229,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.09,0.021,0.008
230,MySQL,InnoDB,group_by_order,select,2,clients_100000_all,True,72478,clients_100000_all,ALL,100000,0.092,0.023,0.007
231,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.024,0.008,0.007
232,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.004,0.01
233,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.022,0.0,0.014
234,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.024,0.006,0.009
235,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.004,0.01
236,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.024,0.008,0.008
237,MySQL,InnoDB,group_by_order,select,2,clients_10000_all,True,9384,clients_10000_all,ALL,10000,0.023,0.012,0.004
