,database,engine,test_name,test_type,cpus,indexed_table,was_indexed,result_size,query,query_type,table_size,real,user,sys
7522,MySQL,MyISAM,log,select,2,clients_100_where,True,1,clients_100_where,WHERE,100,0.015,0.009,0.006
7523,MySQL,MyISAM,log,select,2,clients_100_where,True,1,clients_100_where,WHERE,100,0.015,0.006,0.008
7524,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.011,0.002
7525,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.016,0.0,0.014
7526,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.008,0.006
7527,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.008
7528,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.015,0.004,0.01
7529,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.009
7530,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.009
7531,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.0,0.013
7532,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.015,0.007,0.007
7533,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.009
7534,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.008
7535,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.009
7536,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.016,0.005,0.01
7537,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.005,0.008
7538,MySQL,MyISAM,log,select,2,clients_100_all,False,100,clients_100_all,ALL,100,0.014,0.0,0.013
7539,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.016,0.012,0.002
7540,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.014,0.004,0.008
7541,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.016,0.005,0.01
7542,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.014,0.009,0.004
7543,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.001,0.014
7544,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.014,0.004,0.008
7545,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.005,0.009
7546,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.001,0.013
7547,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.004,0.009
7548,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.0,0.014
7549,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.014,0.009,0.004
7550,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.014,0.009,0.005
7551,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.014,0.0,0.012
7552,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.0,0.014
7553,MySQL,MyISAM,log,select,2,clients_100_where,False,1,clients_100_where,WHERE,100,0.015,0.004,0.009
7554,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.0,0.014
7555,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.016,0.001,0.014
7556,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.008,0.007
7557,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.004,0.01
7558,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.005,0.009
7559,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.018,0.008,0.008
7560,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.016,0.007,0.007
7561,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.01,0.005
7562,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.007,0.008
7563,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.016,0.007,0.007
7564,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.01,0.005
7565,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.003,0.012
7566,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.017,0.0,0.015
7567,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.016,0.008,0.006
7568,MySQL,MyISAM,log,select,2,clients_1000_all,True,1000,clients_1000_all,ALL,1000,0.019,0.01,0.007
7569,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.015,0.005,0.01
7570,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.014,0.005,0.009
7571,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.016,0.011,0.004
7572,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.014,0.013,0.0
7573,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.014,0.005,0.009
7574,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.015,0.005,0.009
7575,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.018,0.0,0.017
7576,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.015,0.005,0.009
7577,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.015,0.009,0.005
7578,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.014,0.004,0.01
7579,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.016,0.004,0.011
7580,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.015,0.0,0.014
7581,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.014,0.0,0.013
7582,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.015,0.009,0.006
7583,MySQL,MyISAM,log,select,2,clients_1000_where,True,1,clients_1000_where,WHERE,1000,0.014,0.004,0.009
7584,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.018,0.008,0.008
7585,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.004,0.011
7586,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.007,0.007
7587,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.016,0.004,0.01
7588,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.008,0.008
7589,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.006,0.009
7590,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.011,0.004
7591,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.005,0.009
7592,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.004,0.01
7593,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.005,0.009
7594,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.014,0.0
7595,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.016,0.008,0.007
7596,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.001,0.014
7597,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.004,0.01
7598,MySQL,MyISAM,log,select,2,clients_1000_all,False,1000,clients_1000_all,ALL,1000,0.017,0.001,0.014
7599,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.015,0.0,0.013
7600,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.015,0.004,0.009
7601,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.004,0.01
7602,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.008,0.006
7603,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.017,0.0,0.015
7604,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.0,0.014
7605,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.004,0.01
7606,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.018,0.008,0.007
7607,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.017,0.004,0.01
7608,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.005,0.009
7609,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.017,0.004,0.01
7610,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.017,0.004,0.011
7611,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.005,0.008
7612,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.016,0.004,0.01
7613,MySQL,MyISAM,log,select,2,clients_1000_where,False,1,clients_1000_where,WHERE,1000,0.017,0.009,0.006
7614,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.012,0.009
7615,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.029,0.008,0.011
7616,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.031,0.004,0.017
7617,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.011,0.01
7618,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.006,0.015
7619,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.031,0.011,0.011
7620,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.015,0.005
7621,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.029,0.01,0.01
7622,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.006,0.016
7623,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.029,0.008,0.012
7624,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.031,0.008,0.012
7625,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.014,0.007
7626,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.031,0.005,0.016
7627,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.03,0.009,0.012
7628,MySQL,MyISAM,log,select,2,clients_10000_all,True,10000,clients_10000_all,ALL,10000,0.032,0.012,0.01
7629,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.015,0.005,0.009
7630,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.015,0.004,0.01
7631,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.004,0.009
7632,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.015,0.004,0.01
7633,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.015,0.0,0.014
7634,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.009,0.004
7635,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.016,0.005,0.01
7636,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.015,0.004,0.01
7637,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.015,0.005,0.009
7638,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.005,0.009
7639,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.005,0.009
7640,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.0,0.014
7641,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.016,0.005,0.01
7642,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.0,0.013
7643,MySQL,MyISAM,log,select,2,clients_10000_where,True,1,clients_10000_where,WHERE,10000,0.014,0.0,0.013
7644,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.01,0.01
7645,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.005,0.014
7646,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.029,0.012,0.008
7647,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.01,0.01
7648,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.008,0.012
7649,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.031,0.005,0.015
7650,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.01,0.01
7651,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.032,0.011,0.011
7652,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.008,0.012
7653,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.014,0.006
7654,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.029,0.012,0.008
7655,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.01,0.01
7656,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.008,0.012
7657,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.03,0.005,0.015
7658,MySQL,MyISAM,log,select,2,clients_10000_all,False,10000,clients_10000_all,ALL,10000,0.031,0.007,0.014
7659,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.023,0.01,0.004
7660,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.024,0.001,0.014
7661,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.022,0.005,0.009
7662,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.024,0.007,0.007
7663,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.024,0.006,0.008
7664,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.024,0.0,0.013
7665,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.025,0.0,0.014
7666,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.024,0.004,0.01
7667,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.023,0.006,0.008
7668,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.026,0.004,0.012
7669,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.023,0.009,0.004
7670,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.025,0.004,0.011
7671,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.024,0.0,0.014
7672,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.023,0.007,0.006
7673,MySQL,MyISAM,log,select,2,clients_10000_where,False,1,clients_10000_where,WHERE,10000,0.023,0.0,0.013
7674,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.164,0.06,0.018
7675,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.163,0.059,0.021
7676,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.163,0.065,0.022
7677,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.162,0.065,0.015
7678,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.162,0.043,0.033
7679,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.051,0.023
7680,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.053,0.022
7681,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.039,0.038
7682,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.163,0.049,0.027
7683,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.05,0.025
7684,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.073,0.005
7685,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.164,0.056,0.021
7686,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.06,0.017
7687,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.161,0.051,0.025
7688,MySQL,MyISAM,log,select,2,clients_100000_all,True,100000,clients_100000_all,ALL,100000,0.163,0.077,0.005
7689,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.005,0.009
7690,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.0,0.013
7691,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.005,0.009
7692,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.007,0.007
7693,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.009,0.004
7694,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.001,0.013
7695,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.009,0.005
7696,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.007,0.006
7697,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.0,0.013
7698,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.0,0.014
7699,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.004,0.01
7700,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.004,0.01
7701,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.015,0.003,0.011
7702,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.005,0.009
7703,MySQL,MyISAM,log,select,2,clients_100000_where,True,1,clients_100000_where,WHERE,100000,0.014,0.0,0.013
7704,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.163,0.063,0.014
7705,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.162,0.056,0.019
7706,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.161,0.053,0.024
7707,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.163,0.065,0.015
7708,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.162,0.057,0.02
7709,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.16,0.063,0.011
7710,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.17,0.066,0.014
7711,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.16,0.054,0.021
7712,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.162,0.047,0.028
7713,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.163,0.063,0.018
7714,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.161,0.049,0.026
7715,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.162,0.051,0.023
7716,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.164,0.046,0.03
7717,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.162,0.051,0.026
7718,MySQL,MyISAM,log,select,2,clients_100000_all,False,100000,clients_100000_all,ALL,100000,0.163,0.066,0.016
7719,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.009,0.004
7720,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.006,0.008
7721,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.1,0.01,0.005
7722,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.1,0.004,0.011
7723,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.005,0.009
7724,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.01,0.005
7725,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.001,0.014
7726,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.0,0.014
7727,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.1,0.009,0.005
7728,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.099,0.001,0.014
7729,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.099,0.004,0.01
7730,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.009,0.004
7731,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.099,0.0,0.015
7732,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.098,0.005,0.009
7733,MySQL,MyISAM,log,select,2,clients_100000_where,False,1,clients_100000_where,WHERE,100000,0.099,0.005,0.009
7734,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.487,0.551,0.075
7735,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.484,0.516,0.116
7736,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.486,0.544,0.085
7737,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.483,0.525,0.097
7738,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.485,0.541,0.086
7739,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.484,0.532,0.096
7740,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.495,0.563,0.086
7741,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.485,0.542,0.089
7742,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.489,0.52,0.106
7743,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.483,0.592,0.115
7744,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.5,0.494,0.135
7745,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.491,0.512,0.115
7746,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.485,0.55,0.077
7747,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.51,0.519,0.121
7748,MySQL,MyISAM,log,select,2,clients_1000000_all,True,1000000,clients_1000000_all,ALL,1000000,1.497,0.522,0.112
7749,MySQL,MyISAM,log,select,2,clients_1000000_where,True,1,clients_1000000_where,WHERE,1000000,0.016,0.0,0.014
7750,MySQL,MyISAM,log,select,2,clients_1000000_where,True,1,clients_1000000_where,WHERE,1000000,0.014,0.004,0.008
7751,MySQL,MyISAM,log,select,2,clients_1000000_where,True,1,clients_1000000_where,WHERE,1000000,0.016,0.003,0.012
7752,MySQL,MyISAM,log,select,2,clients_1000000_where,True,1,clients_1000000_where,WHERE,1000000,0.015,0.012,0.002
7753,MySQL,MyISAM,log,select,2,clients_1000000_where,True,1,clients_1000000_where,WHERE,1000000,0.015,0.014,0.0
7754,MySQL,MyISAM,log,select,2,clients_1000000_where,True,1,clients_1000000_where,WHERE,1000000,0.015,0.005,0.009
